scorer,,,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO,GEO
bodyparts,,,nose,nose,left_ear,left_ear,right_ear,right_ear,head,head,neck,neck,left_center,left_center,center,center,right_center,right_center,left_butt,left_butt,right_butt,right_butt,tail_start,tail_start,tail_mid,tail_mid,tail_end,tail_end
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,A1G,img0343.png,1345.689674985644,473.50120881962556,1389.5593461089834,449.9613852900287,1361.7395546649145,432.4848496392674,1372.7961384439677,447.8214013327927,1381.7127382657845,432.12818564639474,1410.6025216884714,392.53848243752725,1387.4193621517472,389.68517049454584,1363.8795386221504,389.32850650167313,1405.9658897811266,350.8087952714238,1357.4595867504422,357.58541113600467,1378.1460983370575,331.1922756634264,1347.8908146300043,293.4834983699013,1299.0855832188945,273.2579069743063
labeled-data,A1G,img0519.png,1400.0571608135801,648.5970551187165,1377.7617935360151,666.4333489407685,1406.3937388819406,683.3308904563967,1393.7205827452194,669.0149177834338,1382.924931221346,683.0962023797906,1340.2117012790636,684.9737069926383,1354.5276739520266,702.5753127380843,1372.8333439272903,720.1769184835304,1310.1716274735024,700.4631200486308,1343.732022428153,744.115102297337,1300.0800401794468,740.5947811482476,1273.5602875229747,785.4202037799834,1271.4480948335213,864.9794617493995
labeled-data,A1G,img0994.png,1194.0109976182457,446.4469910633828,1237.8806687415852,440.0270391916746,1225.754092983914,416.1305516692051,1225.0407649981687,429.6837833983669,1247.8672605420202,420.4105195836772,1276.0437159789622,436.8170632558206,1272.4770760502352,414.7038956977144,1267.4837801500178,393.30405612535367,1315.6334191878295,426.11714346964015,1304.933499401649,383.6741283177913,1334.179946817209,404.7173038972794,1390.1761936982193,422.55050354091327,1416.5693291707976,455.3635908851998
labeled-data,A1G,img1283.png,1405.7494926091483,377.2276217581372,1363.036262666866,406.0942551806687,1395.6579053150926,426.5121178453861,1385.566318021037,407.50238364030434,1371.954409577892,426.746805921992,1334.6390053975463,443.8790355142262,1357.873124981535,451.8584301188284,1381.5766207187357,461.71532933627816,1317.5067758053121,475.79661393263495,1368.6687765054087,491.75540314183934,1331.8227484782751,499.5001096698355,1303.1908031323496,549.7233580635082,1258.834756653826,603.701615682876
labeled-data,A1G,img1748.png,1407.606578978809,656.1785891432512,1407.2499149859364,608.0289501054395,1371.2268517057958,621.5821818346013,1396.9066591926287,617.3022139201291,1384.4234194420849,601.6089982337313,1376.933475591759,564.5159865130578,1362.6669158768516,581.992522163819,1349.8270121334351,604.1056897219252,1345.1903802260904,546.326122876551,1319.1539087463848,591.9791139642541,1303.817357052859,560.2360185985856,1251.0310861077025,542.046154962079,1181.1249435046575,527.7795952471718
labeled-data,A1G,img1837.png,1286.951044206598,977.5926501944588,1306.2972620632543,946.8145763315968,1270.2429469667586,933.1842864780435,1287.3907309760675,940.6589615590243,1292.666972209701,928.7874187833489,1333.99752853983,930.5461658612268,1311.5735032968878,912.0793215435095,1281.2351162034952,909.0015141572234,,,1301.7609968814397,890.5021162413897,1330.2492611834136,888.6557987589849,1356.7690138398855,855.7994680341524,1398.7781795523501,823.8818896157436
labeled-data,A1G,img3650.png,1240.8105741652537,294.1293649403127,1210.4322036914662,264.6189479086335,1209.5642502493579,295.57595401049304,1214.1933352739352,280.5314276806174,1186.9974607545446,276.48097828411244,1147.071602417567,269.24803293321065,1162.4054465614786,284.0032414490503,1180.0538332176789,303.9661706175391,,,1158.933632793046,316.9854722491623,1126.24071980697,324.218417600064,1085.4469080278839,369.0626611170969,1042.9171893645816,418.2466895032289
labeled-data,A1G,img3855.png,1190.9794236474374,993.2143046135461,1204.1700267315211,954.5218689002338,1165.4775910182088,956.2806159781117,1186.5825559527427,959.3584233643978,1183.065061796987,943.9693864329669,1196.255664881071,926.3819156541886,1150.9679276257166,927.7009759625969,1200.212845806296,910.9928787227575,1154.4854217814723,899.5610227165516,1180.4269411801704,886.3704196324678,1200.6525325757655,834.9270676045412,1238.0259079806694,796.6743186606984,,
